event_date,swimmer,stroke,time_centiseconds,previous_best_seconds,is_break
2026-04-18,James Morton,25m,1380,14,0
2026-04-18,James Morton,50m,3280,33,0
2026-04-18,Jenny Walsh,25m,1810,18,0
2026-04-18,Jenny Walsh,50m,4210,42,0
2026-04-18,Karen Mitchell,25m,2010,20,0
2026-04-18,Karen Mitchell,50m,4610,46,0
2026-04-18,Lisa Chen,25m,1610,16,0
2026-04-18,Lisa Chen,50m,3710,37,0
2026-04-18,Mark Thompson,25m,1450,15,1
2026-04-18,Mark Thompson,50m,3450,35,0
2026-04-18,Michelle Lee,25m,1710,17,0
2026-04-18,Michelle Lee,50m,4110,41,0
2026-04-18,Paul Nguyen,25m,1450,15,1
2026-04-18,Paul Nguyen,50m,3550,36,0
2026-04-18,Peter Davidson,25m,1380,14,0
2026-04-18,Peter Davidson,50m,3380,34,0
2026-04-18,Rob Stewart,25m,1510,15,0
2026-04-18,Rob Stewart,50m,3610,36,0
2026-04-18,Sandra Blake,25m,2280,23,0
2026-04-18,Sandra Blake,50m,4980,50,0
2026-04-18,Steve Collins,25m,1740,17,0
2026-04-18,Steve Collins,50m,4040,40,0
2026-04-18,Sue Williams,25m,2010,20,0
2026-04-18,Sue Williams,50m,4710,47,0
2026-04-18,Tom Richards,25m,1280,13,0
2026-04-18,Tom Richards,50m,3080,31,0
2026-04-04,Andrew Barnes,25m,1580,16,0
2026-04-04,Andrew Barnes,50m,3880,39,0
2026-04-04,Ben Chandler,25m,1380,14,0
2026-04-04,Ben Chandler,50m,3280,33,0
2026-04-04,Bryan Hesketh,25m,1280,13,0
2026-04-04,Bryan Hesketh,50m,3180,32,0
2026-04-04,David Hughes,25m,1850,19,1
2026-04-04,David Hughes,50m,4350,44,0
2026-04-04,Diane Foster,25m,2110,21,0
2026-04-04,Diane Foster,50m,4810,48,0
2026-04-04,Extra Swimmer With A Fairly Long Name 24,25m,2210,22,0
2026-04-04,Extra Swimmer With A Fairly Long Name 24,50m,5010,50,0
2026-04-04,Extra Swimmer With A Fairly Long Name 25,25m,2210,22,0
2026-04-04,Extra Swimmer With A Fairly Long Name 25,50m,5010,50,0
2026-04-04,Extra Swimmer With A Fairly Long Name 26,25m,2180,22,0
2026-04-04,Extra Swimmer With A Fairly Long Name 26,50m,4980,50,0
2026-04-04,Extra Swimmer With A Fairly Long Name 27,25m,2210,22,0
2026-04-04,Extra Swimmer With A Fairly Long Name 27,50m,5010,50,0
2026-04-04,Extra Swimmer With A Fairly Long Name 28,25m,2150,22,1
2026-04-04,Extra Swimmer With A Fairly Long Name 28,50m,4950,50,0
2026-04-04,Extra Swimmer With A Fairly Long Name 29,25m,2210,22,0
2026-04-04,Extra Swimmer With A Fairly Long Name 29,50m,5010,50,0
2026-04-04,Extra Swimmer With A Fairly Long Name 30,25m,2150,22,1
2026-04-04,Extra Swimmer With A Fairly Long Name 30,50m,4950,50,0
2026-04-04,Felicia O'Brien,25m,1640,16,0
2026-04-04,Felicia O'Brien,50m,3840,38,0
2026-04-04,Glenne Murray,25m,2080,21,0
2026-04-04,Glenne Murray,50m,4880,49,0
2026-04-04,Greg Patterson,25m,1610,16,0
2026-04-04,Greg Patterson,50m,3810,38,0
2026-04-04,Helen Sharp,25m,1810,18,0
2026-04-04,Helen Sharp,50m,4210,42,0
2026-04-04,James Morton,25m,1380,14,0
2026-04-04,James Morton,50m,3280,33,0
2026-04-04,Jenny Walsh,25m,1840,18,0
2026-04-04,Jenny Walsh,50m,4240,42,0
2026-04-04,Karen Mitchell,25m,2010,20,0
2026-04-04,Karen Mitchell,50m,4610,46,0
2026-04-04,Lisa Chen,25m,1550,16,1
2026-04-04,Lisa Chen,50m,3650,37,0
2026-04-04,Mark Thompson,25m,1540,15,0
2026-04-04,Mark Thompson,50m,3540,35,0
2026-04-04,Michelle Lee,25m,1650,17,1
2026-04-04,Michelle Lee,50m,4050,41,0
2026-04-04,Paul Nguyen,25m,1480,15,0
2026-04-04,Paul Nguyen,50m,3580,36,0
2026-04-04,Peter Davidson,25m,1440,14,0
2026-04-04,Peter Davidson,50m,3440,34,0
2026-04-04,Rob Stewart,25m,1450,15,1
2026-04-04,Rob Stewart,50m,3550,36,0
2026-04-04,Sandra Blake,25m,2340,23,0
2026-04-04,Sandra Blake,50m,5040,50,0
2026-04-04,Steve Collins,25m,1650,17,1
2026-04-04,Steve Collins,50m,3950,40,0
2026-04-04,Sue Williams,25m,1950,20,1
2026-04-04,Sue Williams,50m,4650,47,0
2026-04-04,Tom Richards,25m,1280,13,0
2026-04-04,Tom Richards,50m,3080,31,0
